"subject","hem","roi","cyto","domain","group","tract","percentage"
"EA23/EA23_150208_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",33.7278106508876
"JEW23/JEW23_150322_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",1.30293159609121
"JEW23/JEW23_150322_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",2.28013029315961
"JEW23/JEW23_150322_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",0.325732899022801
"JEW23/JEW23_150322_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",14.0065146579805
"JEW23/JEW23_150322_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",81.4332247557003
"GB23/GB23_150301_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0
"GB23/GB23_150301_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",36.1290322580645
"GB23/GB23_150301_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",0
"GB23/GB23_150301_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",0
"GB23/GB23_150301_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",63.2258064516129
"JP23/JP23_150210_time_01_2","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0.324675324675325
"JP23/JP23_150210_time_01_2","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",7.79220779220779
"JP23/JP23_150210_time_01_2","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",3.8961038961039
"JP23/JP23_150210_time_01_2","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",51.2987012987013
"JP23/JP23_150210_time_01_2","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",31.8181818181818
"SL23/SL23_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0
"SL23/SL23_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",13.4199134199134
"SL23/SL23_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",25.5411255411255
"SL23/SL23_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",51.0822510822511
"SL23/SL23_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",8.65800865800866
"MW23/MW23_140720_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0
"MW23/MW23_140720_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",5.55555555555556
"MW23/MW23_140720_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",5.15873015873016
"MW23/MW23_140720_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",53.968253968254
"MW23/MW23_140720_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",29.7619047619048
"LB23/LB23_140706_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0
"LB23/LB23_140706_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",6.10997963340122
"LB23/LB23_140706_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",2.64765784114053
"LB23/LB23_140706_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",44.3991853360489
"LB23/LB23_140706_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",38.9002036659878
"MBA24/MBA24_150227_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0
"MBA24/MBA24_150227_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",10.6741573033708
"MBA24/MBA24_150227_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",0.561797752808989
"MBA24/MBA24_150227_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",2.24719101123596
"MBA24/MBA24_150227_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",82.0224719101124
"TL24/TL24_150310_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",1.37795275590551
"TL24/TL24_150310_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",5.51181102362205
"TL24/TL24_150310_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",15.5511811023622
"TL24/TL24_150310_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",55.9055118110236
"TL24/TL24_150310_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",13.7795275590551
"JG24/JG24_140117_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",1.60771704180064
"JG24/JG24_140117_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",6.7524115755627
"JG24/JG24_140117_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",1.60771704180064
"JG24/JG24_140117_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",26.0450160771704
"JG24/JG24_140117_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",62.379421221865
"AMWS24/AMWS24_140611_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0
"AMWS24/AMWS24_140611_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",24.6575342465753
"AMWS24/AMWS24_140611_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",4.10958904109589
"AMWS24/AMWS24_140611_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",20.5479452054795
"AMWS24/AMWS24_140611_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",49.3150684931507
"BM24/BM24_150726_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0.714285714285714
"BM24/BM24_150726_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",13.9285714285714
"BM24/BM24_150726_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",12.8571428571429
"BM24/BM24_150726_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",61.0714285714286
"BM24/BM24_150726_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",10.3571428571429
"NC24/NC24_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0
"NC24/NC24_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",12.3123123123123
"NC24/NC24_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",25.5255255255255
"NC24/NC24_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",60.0600600600601
"NC24/NC24_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",0
"CB24/CB24_151102_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0
"CB24/CB24_151102_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",3.8560411311054
"CB24/CB24_151102_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",23.3933161953728
"CB24/CB24_151102_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",38.560411311054
"CB24/CB24_151102_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",27.7634961439589
"CR24/CR24_150307_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",1.48148148148148
"CR24/CR24_150307_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",18.5185185185185
"CR24/CR24_150307_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",4.44444444444444
"CR24/CR24_150307_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",15.5555555555556
"CR24/CR24_150307_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",47.4074074074074
"AI24/AI24_150309_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0
"AI24/AI24_150309_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",27.710843373494
"AI24/AI24_150309_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",15.6626506024096
"AI24/AI24_150309_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",55.421686746988
"AI24/AI24_150309_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",0
"AD25/AD25_150226_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0.606060606060606
"AD25/AD25_150226_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",7.57575757575758
"AD25/AD25_150226_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",8.48484848484849
"AD25/AD25_150226_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",52.1212121212121
"AD25/AD25_150226_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",26.969696969697
"JM25/JM25_150324_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0.66079295154185
"JM25/JM25_150324_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",3.52422907488987
"JM25/JM25_150324_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",6.38766519823788
"JM25/JM25_150324_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",52.2026431718062
"JM25/JM25_150324_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",35.9030837004405
"MB26/MB26_150426_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0.689655172413793
"MB26/MB26_150426_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",11.7241379310345
"MB26/MB26_150426_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",28.9655172413793
"MB26/MB26_150426_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",57.2413793103448
"MB26/MB26_150426_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",0.689655172413793
"MC26/MC26_150211_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",1.5625
"MC26/MC26_150211_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",23.4375
"MC26/MC26_150211_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",3.125
"MC26/MC26_150211_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",34.375
"MC26/MC26_150211_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",37.5
"MMC27/MMC27_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",0
"MMC27/MMC27_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",9.58904109589041
"MMC27/MMC27_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",0
"MMC27/MMC27_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",2.73972602739726
"MMC27/MMC27_150321_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",87.6712328767123
"MSH28/MSH28_150401_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","IFOF",1
"MSH28/MSH28_150401_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","ILF",19
"MSH28/MSH28_150401_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","AF",25
"MSH28/MSH28_150401_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","pAF",48
"MSH28/MSH28_150401_time_01_1","lh","fg2_wf_control_disk_3mm","FG4","none","adult","VOF",4
"ZCM05","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"ZCM05","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",8.51063829787234
"ZCM05","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",2.12765957446809
"ZCM05","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",4.25531914893617
"ZCM05","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",85.1063829787234
"MEC05","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"MEC05","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",3.48837209302326
"MEC05","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",2.90697674418605
"MEC05","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",36.6279069767442
"MEC05","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",54.6511627906977
"RHSA06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"RHSA06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",6.30252100840336
"RHSA06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",0
"RHSA06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",29.8319327731092
"RHSA06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",63.4453781512605
"INW06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"INW06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",7.48201438848921
"INW06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",12.3741007194245
"INW06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",66.1870503597122
"INW06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",13.2374100719424
"AlS07","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0.137931034482759
"AlS07","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",2.75862068965517
"AlS07","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",4
"AlS07","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",48.6896551724138
"AlS07","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",44.1379310344828
"SDS07","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0.332225913621262
"SDS07","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",5.64784053156146
"SDS07","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",25.9136212624585
"SDS07","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",68.1063122923588
"SDS07","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",0
"SM08","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"SM08","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",4.23666910153397
"SM08","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",1.02264426588751
"SM08","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",22.0598977355734
"SM08","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",71.0737764791819
"MDT09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"MDT09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",42.6666666666667
"MDT09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",0
"MDT09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",2.66666666666667
"MDT09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",53.3333333333333
"LEE09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"LEE09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",1.47991543340381
"LEE09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",7.18816067653277
"LEE09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",57.9281183932347
"LEE09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",33.1923890063425
"GEJA09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"GEJA09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",15.9574468085106
"GEJA09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",0
"GEJA09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",29.4326241134752
"GEJA09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",50
"DAPA10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"DAPA10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",11.2033195020747
"DAPA10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",13.0705394190871
"DAPA10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",74.896265560166
"DAPA10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",0
"AG10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"AG10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",10.1190476190476
"AG10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",0.595238095238095
"AG10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",19.6428571428571
"AG10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",69.6428571428571
"STM10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"STM10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",9.2896174863388
"STM10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",4.37158469945355
"STM10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",36.6120218579235
"STM10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",49.7267759562842
"SERA10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"SERA10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",2.60521042084168
"SERA10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",1.80360721442886
"SERA10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",29.8597194388778
"SERA10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",65.3306613226453
"KW10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"KW10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",10.1449275362319
"KW10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",0
"KW10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",27.536231884058
"KW10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",62.3188405797101
"NW10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0.423728813559322
"NW10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",10.5932203389831
"NW10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",12.2881355932203
"NW10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",69.4915254237288
"NW10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",6.77966101694915
"RJM10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"RJM10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",39.1304347826087
"RJM10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",2.89855072463768
"RJM10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",43.4782608695652
"RJM10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",14.4927536231884
"AyS10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0.255754475703325
"AyS10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",6.39386189258312
"AyS10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",21.4833759590793
"AyS10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",53.7084398976982
"AyS10","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",17.6470588235294
"CGSA11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"CGSA11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",6.90476190476191
"CGSA11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",1.66666666666667
"CGSA11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",28.0952380952381
"CGSA11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",58.8095238095238
"MFC11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0.769230769230769
"MFC11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",6.92307692307692
"MFC11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",2.30769230769231
"MFC11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",16.1538461538462
"MFC11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",72.3076923076923
"JTE11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0.20746887966805
"JTE11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",1.03734439834025
"JTE11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",8.09128630705394
"JTE11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",84.4398340248963
"JTE11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",5.80912863070539
"JDB11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0.671140939597315
"JDB11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",4.47427293064877
"JDB11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",22.8187919463087
"JDB11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",69.5749440715884
"JDB11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",1.56599552572707
"LL11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"LL11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",4.59183673469388
"LL11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",0.510204081632653
"LL11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",4.08163265306122
"LL11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",88.7755102040816
"CS11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"CS11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",2.60047281323877
"CS11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",0
"CS11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",44.6808510638298
"CS11","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",51.063829787234
"OS12","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"OS12","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",5.41044776119403
"OS12","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",16.9776119402985
"OS12","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",44.4029850746269
"OS12","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",32.5559701492537
"CLC06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"CLC06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",3.57142857142857
"CLC06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",0
"CLC06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","pAF",4.76190476190476
"CLC06","lh","fg2_wf_control_disk_3mm","FG4","none","kid","VOF",88.0952380952381
"RJ09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","IFOF",0
"RJ09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","ILF",10.3092783505155
"RJ09","lh","fg2_wf_control_disk_3mm","FG4","none","kid","AF",0.515463917525773
