"subject","hem","roi","cyto","domain","group","tract","percentage"
"NW10","rh","mFus-faces","FG4","face","kid","VOF",0
"RJM10","rh","mFus-faces","FG4","face","kid","IFOF",0
"RJM10","rh","mFus-faces","FG4","face","kid","ILF",42.8571428571429
"RJM10","rh","mFus-faces","FG4","face","kid","AF",3.57142857142857
"RJM10","rh","mFus-faces","FG4","face","kid","pAF",53.5714285714286
"RJM10","rh","mFus-faces","FG4","face","kid","VOF",0
"AyS10","rh","mFus-faces","FG4","face","kid","IFOF",0
"AyS10","rh","mFus-faces","FG4","face","kid","ILF",6.41952983725136
"AyS10","rh","mFus-faces","FG4","face","kid","AF",23.5533453887884
"AyS10","rh","mFus-faces","FG4","face","kid","pAF",69.9819168173599
"AyS10","rh","mFus-faces","FG4","face","kid","VOF",0.0452079566003617
"CGSA11","rh","mFus-faces","FG4","face","kid","IFOF",0
"CGSA11","rh","mFus-faces","FG4","face","kid","ILF",10.3293413173653
"CGSA11","rh","mFus-faces","FG4","face","kid","AF",16.2425149700599
"CGSA11","rh","mFus-faces","FG4","face","kid","pAF",73.4281437125749
"CGSA11","rh","mFus-faces","FG4","face","kid","VOF",0
"MFC11","rh","mFus-faces","FG4","face","kid","IFOF",0
"MFC11","rh","mFus-faces","FG4","face","kid","ILF",13.7538779731127
"MFC11","rh","mFus-faces","FG4","face","kid","AF",18.4074457083764
"MFC11","rh","mFus-faces","FG4","face","kid","pAF",66.5977249224405
"MFC11","rh","mFus-faces","FG4","face","kid","VOF",1.03412616339193
"JTE11","rh","mFus-faces","FG4","face","kid","IFOF",0
"JTE11","rh","mFus-faces","FG4","face","kid","ILF",3.67435158501441
"JTE11","rh","mFus-faces","FG4","face","kid","AF",21.6138328530259
"JTE11","rh","mFus-faces","FG4","face","kid","pAF",74.7118155619597
"JTE11","rh","mFus-faces","FG4","face","kid","VOF",0
"JDB11","rh","mFus-faces","FG4","face","kid","IFOF",0.0749625187406297
"JDB11","rh","mFus-faces","FG4","face","kid","ILF",11.0194902548726
"JDB11","rh","mFus-faces","FG4","face","kid","AF",25.712143928036
"JDB11","rh","mFus-faces","FG4","face","kid","pAF",63.1184407796102
"JDB11","rh","mFus-faces","FG4","face","kid","VOF",0
"LL11","rh","mFus-faces","FG4","face","kid","IFOF",0
"LL11","rh","mFus-faces","FG4","face","kid","ILF",3.70967741935484
"LL11","rh","mFus-faces","FG4","face","kid","AF",19.0860215053763
"LL11","rh","mFus-faces","FG4","face","kid","pAF",76.9354838709677
"LL11","rh","mFus-faces","FG4","face","kid","VOF",0.268817204301075
"CS11","rh","mFus-faces","FG4","face","kid","IFOF",0
"CS11","rh","mFus-faces","FG4","face","kid","ILF",15.450643776824
"CS11","rh","mFus-faces","FG4","face","kid","AF",5.43633762517883
