subject,actual_label,predicted_label,classified_by,Group,Accuracy
AI24/AI24_150309_time_01_1,mOTS-words,mFus-faces,ROI,Adults,0
AD25/AD25_150226_time_01_1,mOTS-words,mOTS-words,ROI,Adults,100
JM25/JM25_150324_time_01_1,mOTS-words,mOTS-words,ROI,Adults,100
MB26/MB26_150426_time_01_1,mOTS-words,mOTS-words,ROI,Adults,100
MC26/MC26_150211_time_01_1,mOTS-words,mOTS-words,ROI,Adults,100
MMC27/MMC27_150321_time_01_1,mOTS-words,mOTS-words,ROI,Adults,100
MSH28/MSH28_150401_time_01_1,mOTS-words,mOTS-words,ROI,Adults,100
CS22/CS22_150322_time_01_1,pFus-faces,pFus-faces,ROI,Adults,100
JH22/JH22_150227_time_01_2,pFus-faces,pFus-faces,ROI,Adults,100
MJW22/MJW22_150415_time_01_1,pFus-faces,pFus-faces,ROI,Adults,100
NAV22/NAV22_150329_time_01_1,pFus-faces,pFus-faces,ROI,Adults,100
ML23/ML23_150314_time_01_1,pFus-faces,pFus-faces,ROI,Adults,100
EA23/EA23_150208_time_01_1,pFus-faces,pOTS-words,ROI,Adults,0
JEW23/JEW23_150322_time_01_1,pFus-faces,pOTS-words,ROI,Adults,0
JP23/JP23_150210_time_01_2,pFus-faces,pFus-faces,ROI,Adults,100
SL23/SL23_150321_time_01_1,pFus-faces,pFus-faces,ROI,Adults,100
MBA24/MBA24_150227_time_01_1,pFus-faces,pFus-faces,ROI,Adults,100
JG24/JG24_140117_time_01_1,pFus-faces,pOTS-words,ROI,Adults,0
AMWS24/AMWS24_140611_time_01_1,pFus-faces,pFus-faces,ROI,Adults,100
BM24/BM24_150726_time_01_1,pFus-faces,pOTS-words,ROI,Adults,0
AI24/AI24_150309_time_01_1,pFus-faces,pOTS-words,ROI,Adults,0
AD25/AD25_150226_time_01_1,pFus-faces,mFus-faces,ROI,Adults,0
JM25/JM25_150324_time_01_1,pFus-faces,mFus-faces,ROI,Adults,0
MB26/MB26_150426_time_01_1,pFus-faces,mOTS-words,ROI,Adults,0
MC26/MC26_150211_time_01_1,pFus-faces,mFus-faces,ROI,Adults,0
MMC27/MMC27_150321_time_01_1,pFus-faces,pFus-faces,ROI,Adults,100
MSH28/MSH28_150401_time_01_1,pFus-faces,pFus-faces,ROI,Adults,100
KG22/KG22_150201_time_01_1,pOTS-words,pOTS-words,ROI,Adults,100
CS22/CS22_150322_time_01_1,pOTS-words,mOTS-words,ROI,Adults,0
JH22/JH22_150227_time_01_2,pOTS-words,pOTS-words,ROI,Adults,100
MJW22/MJW22_150415_time_01_1,pOTS-words,pFus-faces,ROI,Adults,0
NAV22/NAV22_150329_time_01_1,pOTS-words,pFus-faces,ROI,Adults,0
ML23/ML23_150314_time_01_1,pOTS-words,pFus-faces,ROI,Adults,0
JEW23/JEW23_150322_time_01_1,pOTS-words,mOTS-words,ROI,Adults,0
GB23/GB23_150301_time_01_1,pOTS-words,pFus-faces,ROI,Adults,0
JP23/JP23_150210_time_01_2,pOTS-words,pOTS-words,ROI,Adults,100
SL23/SL23_150321_time_01_1,pOTS-words,pFus-faces,ROI,Adults,0
MW23/MW23_140720_time_01_1,pOTS-words,pOTS-words,ROI,Adults,100
LB23/LB23_140706_time_01_1,pOTS-words,pOTS-words,ROI,Adults,100
MBA24/MBA24_150227_time_01_1,pOTS-words,pOTS-words,ROI,Adults,100
TL24/TL24_150310_time_01_1,pOTS-words,mOTS-words,ROI,Adults,0
JG24/JG24_140117_time_01_1,pOTS-words,pOTS-words,ROI,Adults,100
BM24/BM24_150726_time_01_1,pOTS-words,mOTS-words,ROI,Adults,0
NC24/NC24_150321_time_01_1,pOTS-words,pOTS-words,ROI,Adults,100
CB24/CB24_151102_time_01_1,pOTS-words,pOTS-words,ROI,Adults,100
CR24/CR24_150307_time_01_1,pOTS-words,pFus-faces,ROI,Adults,0
AI24/AI24_150309_time_01_1,pOTS-words,pFus-faces,ROI,Adults,0
AD25/AD25_150226_time_01_1,pOTS-words,pOTS-words,ROI,Adults,100
JM25/JM25_150324_time_01_1,pOTS-words,mFus-faces,ROI,Adults,0
MB26/MB26_150426_time_01_1,pOTS-words,mFus-faces,ROI,Adults,0
MC26/MC26_150211_time_01_1,pOTS-words,pFus-faces,ROI,Adults,0
MMC27/MMC27_150321_time_01_1,pOTS-words,pFus-faces,ROI,Adults,0
MSH28/MSH28_150401_time_01_1,pOTS-words,pOTS-words,ROI,Adults,100
